model,theta1_over_pi,theta2_over_pi,N_loc
BBH,0.0,0.0,0.06679064729157273
BBH,0.0,0.024691358024691357,0.06690523010030439
BBH,0.0,0.04938271604938271,0.06723471151692949
BBH,0.0,0.07407407407407407,0.06777834668013742
BBH,0.0,0.09876543209876543,0.06853421152641073
BBH,0.0,0.12345679012345678,0.06949841805072195
BBH,0.0,0.14814814814814814,0.0706639409186284
BBH,0.0,0.1728395061728395,0.07201915571180655
BBH,0.0,0.19753086419753085,0.07354620987955371
BBH,0.0,0.2222222222222222,0.0752193788610245
BBH,0.0,0.24691358024691357,0.07700364862278991
BBH,0.0,0.2716049382716049,0.07885390155505015
BBH,0.0,0.2962962962962963,0.08071520851857812
BBH,0.0,0.32098765432098764,0.0825247513894231
BBH,0.0,0.345679012345679,0.08421569607077785
BBH,0.0,0.37037037037037035,0.08572280708997086
BBH,0.0,0.3950617283950617,0.0869887805445692
BBH,0.0,0.41975308641975306,0.08796948615833264
BBH,0.0,0.4444444444444444,0.0886361498674395
BBH,0.0,0.4691358024691358,0.08897353525167606
BBH,0.0,0.49382716049382713,0.08897526954496077
BBH,0.0,0.5185185185185185,0.08863938083752661
BBH,0.0,0.5432098765432098,0.0879671950859354
BBH,0.0,0.5679012345679012,0.08696649902573096
BBH,0.0,0.5925925925925926,0.08565688262707125
BBH,0.0,0.6172839506172839,0.08407374671188873
BBH,0.0,0.6419753086419753,0.08226845470216111
BBH,0.0,0.6666666666666666,0.08030439239766063
BBH,0.0,0.691358024691358,0.07825055783535466
BBH,0.0,0.7160493827160493,0.0761748646963126
BBH,0.0,0.7407407407407407,0.0741388170140433
BBH,0.0,0.7654320987654321,0.07219427993760918
BBH,0.0,0.7901234567901234,0.070382282852148
BBH,0.0,0.8148148148148148,0.06873336382473293
BBH,0.0,0.8395061728395061,0.06726886285951714
BBH,0.0,0.8641975308641975,0.06600266337327572
BBH,0.0,0.8888888888888888,0.06494303884739872
BBH,0.0,0.9135802469135802,0.06409439684036737
BBH,0.0,0.9382716049382716,0.06345878461376649
BBH,0.0,0.9629629629629629,0.0630370466398869
BBH,0.0,0.9876543209876543,0.0628295721759758
BBH,0.0,1.0123456790123457,0.06283668297319528
BBH,0.0,1.037037037037037,0.0630588045742224
BBH,0.0,1.0617283950617282,0.06349650509722043
BBH,0.0,1.0864197530864197,0.06415032193010486
BBH,0.0,1.1111111111111112,0.06502023375720739
BBH,0.0,1.1358024691358024,0.0661047212189943
BBH,0.0,1.1604938271604937,0.0673994588076037
BBH,0.0,1.1851851851851851,0.06889571005476751
BBH,0.0,1.2098765432098766,0.07057850041323473
BBH,0.0,1.2345679012345678,0.07242468986559214
BBH,0.0,1.259259259259259,0.07440118871114461
BBH,0.0,1.2839506172839505,0.07646373537963731
BBH,0.0,1.308641975308642,0.07855682538036304
BBH,0.0,1.3333333333333333,0.08061544081214946
BBH,0.0,1.3580246913580245,0.08256903330612492
BBH,0.0,1.382716049382716,0.08434763032599331
BBH,0.0,1.4074074074074074,0.08588899484484694
BBH,0.0,1.4320987654320987,0.08714482908701983
BBH,0.0,1.45679012345679,0.08808376619044224
BBH,0.0,1.4814814814814814,0.08868996801949364
BBH,0.0,1.5061728395061729,0.08895836899295839
BBH,0.0,1.5308641975308641,0.0888896241684906
BBH,0.0,1.5555555555555554,0.08848795653531637
BBH,0.0,1.5802469135802468,0.08776300810060518
BBH,0.0,1.6049382716049383,0.08673405272094914
BBH,0.0,1.6296296296296295,0.0854335683666776
BBH,0.0,1.6543209876543208,0.08390786845025329
BBH,0.0,1.6790123456790123,0.08221432140076453
BBH,0.0,1.7037037037037037,0.08041627104472578
BBH,0.0,1.728395061728395,0.07857737467148637
BBH,0.0,1.7530864197530862,0.07675679091102641
BBH,0.0,1.7777777777777777,0.07500596332911981
BBH,0.0,1.8024691358024691,0.07336709806871497
BBH,0.0,1.8271604938271604,0.07187303366274057
BBH,0.0,1.8518518518518516,0.07054805822434271
BBH,0.0,1.876543209876543,0.06940925772398387
BBH,0.0,1.9012345679012346,0.0684680766729542
BBH,0.0,1.9259259259259258,0.06773186032313352
BBH,0.0,1.950617283950617,0.0672051948721019
BBH,0.0,1.9753086419753085,0.06689090292601453
BBH,0.024691358024691357,0.0,0.07235602470400145
BBH,0.024691358024691357,0.024691358024691357,0.07272902083165372
BBH,0.024691358024691357,0.04938271604938271,0.07335048424220422
BBH,0.024691358024691357,0.07407407407407407,0.07419119922167532
BBH,0.024691358024691357,0.09876543209876543,0.07524325825527454
BBH,0.024691358024691357,0.12345679012345678,0.07649762856545486
BBH,0.024691358024691357,0.14814814814814814,0.077940303869604
BBH,0.024691358024691357,0.1728395061728395,0.07955023175058935
BBH,0.024691358024691357,0.19753086419753085,0.08129754194316567
