theta_x,theta_y,gap,joint,deltaA,deltaB,corner_weight,nloc
0.0,0.0,0.2152054349311618,0.002839964875413207,1.8202932104138427,1.6268694313683332,0.5675240611418931,0.0677198474432003
0.0,0.10300303782261616,0.21496179781518593,0.0028416969803952445,1.8202307253271697,1.6273591568361678,0.5678218846134305,0.06792340625023534
0.0,0.20600607564523232,0.2142406857979567,0.002846326757190377,1.820052376503357,1.628818526168315,0.5687088911512715,0.06850848687083665
0.0,0.3090091134678485,0.21307145228590696,0.002852131592981706,1.819785986018117,1.6312176195715742,0.570165528767261,0.06947175703673142
0.0,0.41201215129046465,0.2115028296724778,0.0028561720568987094,1.8194795186104153,1.6345048918817535,0.5721586490804141,0.07080405199394389
0.0,0.5150151891130808,0.20960249433345968,0.002854221386848961,1.8192031570087854,1.6386046138117472,0.5746405756872777,0.07248572667876527
0.0,0.618018226935697,0.20745613849517341,0.0028407424298376354,1.8190514613088524,1.6434132824685785,0.5775476497701114,0.07448050907837701
0.0,0.7210212647583132,0.2051656879165567,0.0028090133403234465,1.8191446208313053,1.648795186904164,0.5807981885950122,0.07672880376197014
0.0,0.8240243025809293,0.20284614805810786,0.0027515639752742544,1.819627248486257,1.6545776842135926,0.5842899467325966,0.07914196598948436
0.0,0.9270273404035454,0.20062037754323903,0.002661155298779458,1.8206626110786432,1.6605473748037785,0.5878975233965587,0.08160018461743312
0.0,1.0300303782261615,0.19861088165592622,0.0025325927553969583,1.8224199759174255,1.666449234955796,0.5914707708388481,0.08395753057600147
0.0,1.1330334160487778,0.1969275180332155,0.0023656696958977578,1.8250534129399094,1.6719916183434127,0.5948360580883814,0.08605688702416492
0.0,1.236036453871394,0.19565003884131837,0.002169400474859591,1.8286721711671636,1.6768602776861283,0.5978028709291096,0.08775325991845809
0.0,1.33903949169401,0.1948059725432792,0.001967104923228535,1.8333034893668436,1.6807433336625701,0.6001779531691124,0.08893695593711039
0.0,1.4420425295166264,0.1943522753152262,0.0017996115649270097,1.8388276928983966,1.683365874695399,0.6017872150503454,0.0895438658825534
0.0,1.5450455673392425,0.1941895897326864,0.0017175154695860356,1.8443423811707174,1.6845282311985157,0.6025019327671337,0.08954680245409427
0.0,1.6480486051618586,0.19424119654354094,0.0017450580779153015,1.8417690631835573,1.684138147004549,0.6022619708703113,0.08893867211466859
0.0,1.7510516429844747,0.19453580929553044,0.0018758402733134699,1.8359714857227951,1.6822268449705988,0.6010877283142881,0.08772762858633895
0.0,1.8540546808070908,0.19517476561667196,0.002066862362017732,1.830864018060399,1.67894350619177,0.5990760087161782,0.0859509982741575
0.0,1.9570577186297071,0.19623482340666992,0.00227014043747317,1.826735505653656,1.6745300792356226,0.5963815107344271,0.08369252230461914
0.0,2.060060756452323,0.19772250041521106,0.002453637105447078,1.8236189091904804,1.6692847097958297,0.5931910460726545,0.08108339208803418
0.0,2.1630637942749393,0.19958125542444832,0.002601816393549408,1.821440748244501,1.663524266462191,0.5896987846776056,0.0782834498564152
0.0,2.2660668320975557,0.2017137555902911,0.002710880451114103,1.8200651947765891,1.6575541157147469,0.5860880571897948,0.07545401440348189
0.0,2.3690698699201715,0.20400198043416395,0.002783977964420506,1.8193273748879621,1.6516487127484976,0.5825211829225955,0.07273553365197094
0.0,2.472072907742788,0.20632199462016332,0.0028276166599216883,1.8190589287223147,1.6460424515847816,0.5791358625915003,0.07023618908658906
0.0,2.575075945565404,0.20855405032996066,0.002849318399290349,1.8191048172647144,1.6409280008378668,0.5760456241325926,0.06803058686826514
0.0,2.67807898338802,0.2105891769408509,0.0028562613977415052,1.8193322581596025,1.636458965959655,0.5733420946596837,0.06616465154984094
0.0,2.7810820212106364,0.21233327110446143,0.002854605679166334,1.8196339230203686,1.632754362412404,0.5710976536106797,0.0646630244193996
0.0,2.8840850590332527,0.21370948926790795,0.002849236607751457,1.8199276829234252,1.6299032972735594,0.5693677505699746,0.06353662053475319
0.0,2.9870880968558686,0.2146595486811898,0.0028437296564603714,1.8201547462902505,1.627969021922841,0.5681926511279698,0.06278907663586963
0.0,3.090091134678485,0.21514437246286455,0.0028404067065523593,1.8202774478591524,1.6269920150030863,0.5675986177032316,0.06242130353103553
0.0,3.193094172501101,0.21514437246286428,0.0028404067065527397,1.8202774478591524,1.6269920150030857,0.5675986177032313,0.06243392533164456
0.0,3.296097210323717,0.2146595486811892,0.002843729656460738,1.8201547462902499,1.6279690219228395,0.56819265112797,0.06282827565923958
0.0,3.3991002481463335,0.21370948926790806,0.002849236607751404,1.8199276829234246,1.629903297273557,0.5693677505699745,0.06360652884105271
0.0,3.5021032859689494,0.2123332711044616,0.002854605679166462,1.819633923020369,1.632754362412406,0.5710976536106798,0.06477043011371524
0.0,3.6051063237915657,0.2105891769408506,0.002856261397740952,1.8193322581596003,1.6364589659596536,0.5733420946596828,0.06631793880951618
0.0,3.7081093616141816,0.20855405032996038,0.0028493183992904405,1.819104817264716,1.6409280008378697,0.576045624132593,0.06823785404917725
0.0,3.811112399436798,0.20632199462016226,0.002827616659921827,1.8190589287223131,1.64604245158478,0.5791358625914995,0.07050283590996441
0.0,3.9141154372594142,0.20400198043416373,0.0027839779644208357,1.8193273748879624,1.6516487127484965,0.582521182922595,0.07306141729060042
0.0,4.017118475082031,0.20171375559029125,0.0027108804511138894,1.8200651947765902,1.6575541157147478,0.5860880571897945,0.07583044831214726
0.0,4.120121512904646,0.19958125542444838,0.0026018163935491202,1.8214407482445014,1.6635242664621908,0.5896987846776048,0.07869097068346312
0.0,4.223124550727262,0.19772250041521128,0.002453637105447444,1.8236189091904809,1.6692847097958299,0.5931910460726546,0.08149190091728493
0.0,4.326127588549879,0.19623482340666965,0.002270140437473335,1.82673550565366,1.6745300792356241,0.5963815107344278,0.0840652859199377
0.0,4.429130626372495,0.19517476561667263,0.0020668623620178957,1.830864018060398,1.6789435061917706,0.5990760087161783,0.08625221604718857
0.0,4.532133664195111,0.19453580929553055,0.0018758402733135627,1.8359714857227947,1.6822268449706002,0.6010877283142878,0.08793023302360638
